New York Times,https://rss.nytimes.com/services/xml/rss/nyt/HomePage.xml,/eink_folder/nyt_logo.jpg
Wired,https://www.wired.com/feed/rss,/eink_folder/wired_logo.jpg
The Atlantic,https://www.theatlantic.com/feed/all/,/eink_folder/atlantic_logo.jpg
WSJ,https://feeds.content.dowjones.io/public/rss/RSSUSnews,/eink_folder/wsj_logo.png

